lock_day,locked_users,touch_mean,ttl_days_mean,daily_locked_users,seed_ratio
2025-07-26,256,2.0,8.75390625,264,0.9696969696969697
2025-07-27,270,2.1444444444444444,6.211111111111111,273,0.989010989010989
2025-07-28,146,2.1027397260273974,4.472602739726027,152,0.9605263157894737
2025-07-29,117,1.8888888888888888,5.051282051282051,120,0.975
2025-07-30,126,1.9682539682539681,10.166666666666666,129,0.9767441860465116
2025-07-31,128,2.2265625,6.109375,131,0.9770992366412213
2025-08-01,124,2.7903225806451615,9.46774193548387,132,0.9393939393939394
2025-08-02,208,2.1778846153846154,7.8125,222,0.9369369369369369
2025-08-03,227,1.8370044052863437,9.581497797356828,228,0.9956140350877193
2025-08-04,100,2.43,9.07,109,0.9174311926605505
2025-08-05,98,2.2142857142857144,9.642857142857142,104,0.9423076923076923
2025-08-06,103,2.679611650485437,13.563106796116505,108,0.9537037037037037
2025-08-07,75,2.4266666666666667,9.746666666666666,81,0.9259259259259259
2025-08-08,73,2.589041095890411,7.958904109589041,78,0.9358974358974359
2025-08-09,208,2.3653846153846154,9.451923076923077,212,0.9811320754716981
2025-08-10,213,2.136150234741784,6.910798122065728,223,0.9551569506726457
2025-08-11,99,2.0,9.696969696969697,105,0.9428571428571428
2025-08-12,105,2.038095238095238,10.0,111,0.9459459459459459
2025-08-13,90,2.011111111111111,7.6,93,0.967741935483871
2025-08-14,89,2.191011235955056,7.47191011235955,90,0.9888888888888889
2025-08-15,101,1.5841584158415842,7.98019801980198,105,0.9619047619047619
2025-08-16,178,2.056179775280899,11.061797752808989,182,0.978021978021978
2025-08-17,186,1.7741935483870968,7.236559139784946,188,0.9893617021276596
2025-08-18,81,2.5308641975308643,16.160493827160494,85,0.9529411764705882
2025-08-19,97,2.134020618556701,13.11340206185567,102,0.9509803921568627
2025-08-20,98,2.4183673469387754,21.846938775510203,103,0.9514563106796117
2025-08-21,58,2.4655172413793105,8.586206896551724,62,0.9354838709677419
2025-08-22,73,2.315068493150685,4.4520547945205475,76,0.9605263157894737
2025-08-23,142,1.8732394366197183,7.394366197183099,147,0.9659863945578231
2025-08-24,135,1.9185185185185185,10.28888888888889,136,0.9926470588235294
2025-08-25,71,2.295774647887324,7.985915492957746,75,0.9466666666666667
2025-08-26,85,2.235294117647059,3.364705882352941,90,0.9444444444444444
2025-08-27,63,1.9047619047619047,14.492063492063492,68,0.9264705882352942
2025-08-28,54,2.2037037037037037,6.2407407407407405,59,0.9152542372881356
2025-08-29,78,3.2051282051282053,10.974358974358974,88,0.8863636363636364
2025-08-30,129,1.8372093023255813,17.25581395348837,136,0.9485294117647058
2025-08-31,136,2.176470588235294,11.904411764705882,137,0.9927007299270073
2025-09-01,88,2.227272727272727,20.75,90,0.9777777777777777
2025-09-02,67,2.373134328358209,4.731343283582089,70,0.9571428571428572
2025-09-03,62,2.870967741935484,18.532258064516128,65,0.9538461538461539
2025-09-04,64,2.453125,12.875,64,1.0
2025-09-05,39,2.5384615384615383,14.025641025641026,45,0.8666666666666667
2025-09-06,103,2.0485436893203883,5.932038834951456,105,0.9809523809523809
2025-09-07,145,1.7655172413793103,13.26206896551724,147,0.9863945578231292
2025-09-08,67,2.0597014925373136,11.64179104477612,67,1.0
2025-09-09,72,3.2916666666666665,9.027777777777779,77,0.935064935064935
2025-09-10,5897,2.063082923520434,24.862642021366796,6015,0.9803823773898587
2025-09-11,1477,2.0995260663507107,24.71090047393365,1509,0.9787939032471835
2025-09-12,790,2.462025316455696,26.30506329113924,801,0.9862671660424469
2025-09-13,1141,2.347940403155127,28.58019281332165,1183,0.9644970414201184
2025-09-14,1268,2.552839116719243,25.082018927444796,1323,0.9584278155706727
2025-09-15,428,2.642523364485981,23.376168224299064,452,0.9469026548672567
2025-09-16,404,2.7896039603960396,25.948019801980198,430,0.9395348837209302
2025-09-17,361,2.8310249307479225,27.03601108033241,387,0.9328165374677002
2025-09-18,337,2.8991097922848663,31.06528189910979,363,0.928374655647383
2025-09-19,266,2.954887218045113,39.73684210526316,292,0.910958904109589
2025-09-20,697,2.8522238163558105,28.979913916786227,750,0.9293333333333333
2025-09-21,855,2.7754385964912283,35.72514619883041,930,0.9193548387096774
2025-09-22,375,2.7013333333333334,29.976,405,0.9259259259259259
2025-09-23,346,2.9653179190751446,30.647398843930635,391,0.8849104859335039
2025-09-24,355,2.3549295774647887,28.814084507042253,392,0.9056122448979592
2025-09-25,342,3.1403508771929824,32.514619883040936,375,0.912
2025-09-26,300,2.776666666666667,29.97,337,0.8902077151335311
2025-09-27,568,2.76056338028169,29.744718309859156,632,0.8987341772151899
2025-09-28,509,2.6954813359528487,38.70530451866405,565,0.9008849557522124
2025-09-29,275,2.92,36.30909090909091,311,0.8842443729903537
2025-09-30,226,2.52212389380531,36.14159292035398,257,0.8793774319066148
2025-10-01,660,2.5166666666666666,30.881818181818183,766,0.8616187989556136
2025-10-02,556,2.5341726618705036,30.764388489208635,635,0.8755905511811024
2025-10-03,460,2.3456521739130434,24.580434782608695,512,0.8984375
2025-10-04,475,2.3221052631578947,25.08421052631579,542,0.8763837638376384
2025-10-05,553,2.484629294755877,25.488245931283906,614,0.9006514657980456
2025-10-06,471,2.484076433121019,24.14012738853503,530,0.8886792452830189
2025-10-07,624,2.358974358974359,28.790064102564102,709,0.8801128349788434
2025-10-08,971,2.438722966014418,31.938208032955714,1075,0.9032558139534884
2025-10-09,217,2.3317972350230414,35.866359447004605,249,0.8714859437751004
2025-10-10,247,2.6072874493927127,25.02834008097166,284,0.8697183098591549
2025-10-11,298,2.5671140939597317,28.36241610738255,339,0.8790560471976401
2025-10-12,628,2.200636942675159,26.087579617834393,707,0.8882602545968883
2025-10-13,364,2.291208791208791,24.192307692307693,396,0.9191919191919192
2025-10-14,498,2.4056224899598395,32.230923694779115,568,0.8767605633802817
2025-10-15,1350,2.493333333333333,38.007407407407406,1507,0.8958195089581951
2025-10-16,133,2.218045112781955,12.864661654135338,141,0.9432624113475178
2025-10-17,148,2.2905405405405403,9.141891891891891,156,0.9487179487179487
2025-10-18,177,2.480225988700565,11.68361581920904,181,0.9779005524861878
2025-10-19,224,1.9910714285714286,5.892857142857143,232,0.9655172413793104
2025-10-20,119,1.7647058823529411,4.378151260504202,122,0.9754098360655737
2025-10-21,119,2.1596638655462184,7.420168067226891,125,0.952
2025-10-22,135,2.251851851851852,6.888888888888889,137,0.9854014598540146
2025-10-23,126,2.2301587301587302,8.484126984126984,132,0.9545454545454546
2025-10-24,98,2.479591836734694,7.5,101,0.9702970297029703
2025-10-25,272,2.2573529411764706,7.643382352941177,275,0.9890909090909091
2025-10-26,291,1.993127147766323,8.302405498281788,298,0.9765100671140939
2025-10-27,126,1.9841269841269842,7.238095238095238,127,0.9921259842519685
2025-10-28,129,2.705426356589147,15.968992248062015,130,0.9923076923076923
2025-10-29,129,1.8604651162790697,7.038759689922481,135,0.9555555555555556
2025-10-30,121,2.0991735537190084,13.041322314049587,128,0.9453125
2025-10-31,84,2.5595238095238093,7.2023809523809526,92,0.9130434782608695
2025-11-01,275,2.2618181818181817,8.58909090909091,297,0.9259259259259259
2025-11-02,266,2.3045112781954886,8.548872180451127,287,0.926829268292683
2025-11-03,141,2.5460992907801416,9.460992907801419,152,0.9276315789473685
2025-11-04,131,2.3969465648854964,7.221374045801527,145,0.903448275862069
2025-11-05,116,2.3793103448275863,9.948275862068966,120,0.9666666666666667
2025-11-06,129,2.5193798449612403,5.844961240310077,132,0.9772727272727273
2025-11-07,120,2.2333333333333334,5.65,126,0.9523809523809523
2025-11-08,334,2.245508982035928,8.404191616766466,347,0.962536023054755
2025-11-09,415,2.366265060240964,10.67710843373494,427,0.9718969555035128
2025-11-10,201,2.189054726368159,9.139303482587065,208,0.9663461538461539
2025-11-11,285,2.2035087719298247,10.417543859649124,297,0.9595959595959596
2025-11-12,2155,2.3675174013921114,10.576334106728538,2279,0.9455901711276876
2025-11-13,419,2.2124105011933173,8.410501193317423,440,0.9522727272727273
2025-11-14,332,2.325301204819277,9.966867469879517,345,0.9623188405797102
2025-11-15,636,2.0676100628930816,6.960691823899371,658,0.9665653495440729
2025-11-16,705,2.025531914893617,7.443971631205674,719,0.980528511821975
2025-11-17,321,2.143302180685358,8.713395638629283,338,0.9497041420118343
2025-11-18,343,2.0699708454810497,11.078717201166182,353,0.9716713881019831
2025-11-19,422,2.447867298578199,9.350710900473933,446,0.9461883408071748
2025-11-20,290,2.1724137931034484,12.76206896551724,324,0.8950617283950617
2025-11-21,276,2.0253623188405796,8.079710144927537,298,0.9261744966442953
2025-11-22,587,2.0596252129471893,7.459965928449744,605,0.9702479338842975
2025-11-23,746,1.9450402144772119,7.851206434316354,760,0.9815789473684211
2025-11-24,483,2.0952380952380953,8.645962732919255,501,0.9640718562874252
2025-11-25,761,2.14323258869908,9.544021024967149,781,0.9743918053777209
2025-11-26,212,2.4858490566037736,7.363207547169812,229,0.925764192139738
2025-11-27,203,2.2167487684729066,5.842364532019705,220,0.9227272727272727
2025-11-28,205,2.2243902439024392,5.214634146341464,213,0.9624413145539906
2025-11-29,436,2.1376146788990824,7.348623853211009,454,0.960352422907489
2025-11-30,539,2.070500927643785,6.979591836734694,547,0.9853747714808044
2025-12-01,274,2.0291970802919708,5.9416058394160585,288,0.9513888888888888
2025-12-02,274,2.051094890510949,6.609489051094891,289,0.9480968858131488
2025-12-03,444,2.274774774774775,6.367117117117117,465,0.9548387096774194
2025-12-04,162,2.2777777777777777,4.851851851851852,172,0.9418604651162791
2025-12-05,179,2.547486033519553,5.35754189944134,187,0.9572192513368984
2025-12-06,357,2.1064425770308124,6.448179271708684,375,0.952
2025-12-07,441,2.052154195011338,8.36734693877551,460,0.9586956521739131
2025-12-08,229,2.0829694323144103,5.816593886462882,236,0.9703389830508474
2025-12-09,190,2.5052631578947366,6.421052631578948,198,0.9595959595959596
2025-12-10,231,2.324675324675325,6.186147186147186,245,0.9428571428571428
2025-12-11,229,2.449781659388646,6.06113537117904,235,0.9744680851063829
2025-12-12,200,2.485,5.915,214,0.9345794392523364
2025-12-13,413,2.280871670702179,7.498789346246974,426,0.9694835680751174
2025-12-14,507,2.0631163708086784,7.01577909270217,519,0.976878612716763
2025-12-15,232,2.211206896551724,7.435344827586207,245,0.9469387755102041
2025-12-16,205,2.1707317073170733,5.258536585365854,220,0.9318181818181818
2025-12-17,187,2.4010695187165774,8.524064171122994,201,0.9303482587064676
2025-12-18,183,2.360655737704918,7.53551912568306,191,0.9581151832460733
2025-12-19,178,2.2808988764044944,5.191011235955056,188,0.9468085106382979
